invoice_no;invoice_date;customer_id;gender;age;category;quantity;selling_price_per_unit;cost_price_per_unit;payment_method;region;state;shopping_mall
I228023;11/01/2016 05:59;C525082;Female;30;Cosmetics;5;203.3;162.64;Cash;West;Washington;Zorlu Center
I275581;11/01/2016 05:59;C233162;Male;20;Cosmetics;3;121.98;91.485;Cash;West;California;Kanyon
I211497;11/01/2016 05:59;C549772;Male;63;Shoes;4;2400.68;2280.646;Debit Card;Central;Illinois;Mall of Istanbul
I796143;11/01/2016 05:59;C114953;Female;67;Books;4;60.6;45.45;Cash;West;Arizona;Istinye Park
I318003;11/01/2016 05:59;C305755;Female;46;Toys;2;71.68;50.176;Cash;West;Arizona;Viaport Outlet
I270380;11/01/2016 06:00;C182326;Male;56;Shoes;1;600.17;450.1275;Credit Card;West;Arizona;Metropol AVM
I986679;11/01/2016 06:00;C880758;Female;37;Souvenir;3;35.19;24.633;Cash;West;Arizona;Metrocity
I290174;11/01/2016 06:00;C114719;Male;46;Clothing;1;300.08;225.06;Cash;West;Arizona;Kanyon
I300463;11/01/2016 06:00;C290899;Male;23;Clothing;1;300.08;225.06;Debit Card;East;Pennsylvania;Viaport Outlet
I236061;11/01/2016 06:01;C157943;Male;27;Cosmetics;4;162.64;130.112;Credit Card;East;Pennsylvania;Istinye Park
I102989;11/01/2016 06:01;C273531;Female;67;Shoes;2;1200.34;1080.306;Cash;East;Delaware;Istinye Park
I382027;11/01/2016 06:01;C116848;Male;21;Cosmetics;2;81.32;56.924;Credit Card;East;Delaware;Kanyon
I285647;11/01/2016 06:01;C468502;Male;42;Clothing;5;1500.4;1425.38;Cash;South;Florida;Kanyon
I233676;11/01/2016 06:02;C143245;Male;52;Toys;5;179.2;143.36;Cash;West;Arizona;Mall of Istanbul
I117314;11/01/2016 06:02;C241994;Male;62;Souvenir;5;58.65;43.9875;Credit Card;West;Arizona;Istinye Park
I497990;11/01/2016 06:02;C416554;Female;37;Food & Beverage;3;15.69;10.983;Credit Card;East;New York;Metrocity
I152534;11/01/2016 06:02;C928459;Female;41;Food & Beverage;3;15.69;10.983;Credit Card;West;California;Istinye Park
I331117;11/01/2016 06:03;C280829;Female;66;Cosmetics;2;81.32;56.924;Debit Card;East;Massachusetts;Mall of Istanbul
I314263;11/01/2016 06:03;C785433;Male;55;Shoes;3;1800.51;1620.459;Credit Card;East;Massachusetts;Kanyon
I514630;11/01/2016 06:03;C119132;Female;33;Clothing;4;1200.32;1140.304;Debit Card;East;Massachusetts;Zorlu Center
I193755;11/01/2016 06:03;C298928;Female;30;Food & Beverage;4;20.92;15.69;Credit Card;East;Massachusetts;Istinye Park
I841810;11/01/2016 06:03;C269272;Female;39;Clothing;4;1200.32;1140.304;Credit Card;East;Massachusetts;Metrocity
I165896;11/01/2016 06:04;C105168;Female;50;Food & Beverage;3;15.69;10.983;Credit Card;East;Massachusetts;Metropol AVM
I860770;11/01/2016 06:04;C433016;Female;42;Technology;2;2100;1890;Credit Card;East;Ohio;Viaport Outlet
I279333;11/01/2016 06:04;C239180;Female;20;Toys;2;71.68;50.176;Credit Card;East;Ohio;Metrocity
I100651;11/01/2016 06:04;C180588;Female;41;Cosmetics;2;81.32;56.924;Credit Card;West;California;Metropol AVM
I117039;11/01/2016 06:05;C247368;Male;63;Clothing;2;600.16;450.12;Debit Card;West;California;Mall of Istanbul
I191752;11/01/2016 06:05;C273442;Female;68;Food & Beverage;3;15.69;10.983;Debit Card;East;New York;Viaport Outlet
I407302;11/01/2016 06:05;C314559;Female;23;Clothing;4;1200.32;1140.304;Credit Card;Central;Texas;Metropol AVM
I240153;11/01/2016 06:05;C316245;Male;43;Food & Beverage;3;15.69;10.983;Cash;Central;Texas;Mall of Istanbul
I322161;11/01/2016 06:06;C108051;Male;39;Clothing;1;300.08;225.06;Debit Card;Central;Texas;Istinye Park
I226793;11/01/2016 06:06;C674889;Male;62;Cosmetics;5;203.3;162.64;Credit Card;East;New York;Zorlu Center
I816556;11/01/2016 06:06;C132104;Male;23;Food & Beverage;3;15.69;10.983;Credit Card;Central;Texas;Mall of Istanbul
I265756;11/01/2016 06:06;C144748;Male;55;Books;3;45.45;31.815;Debit Card;West;California;Zorlu Center
I128463;11/01/2016 06:06;C333496;Female;38;Technology;1;1050;945;Debit Card;Central;Iowa;Zorlu Center
I296895;11/01/2016 06:07;C825744;Male;68;Cosmetics;1;40.66;28.462;Cash;South;Kentucky;Mall of Istanbul
I212706;11/01/2016 06:07;C295728;Male;60;Cosmetics;2;81.32;56.924;Credit Card;West;Washington;Mall of Istanbul
I270480;11/01/2016 06:07;C191162;Male;58;Shoes;4;2400.68;2280.646;Cash;East;New York;Metrocity
I735721;11/01/2016 06:07;C418511;Male;43;Clothing;1;300.08;225.06;Credit Card;East;Pennsylvania;Kanyon
I663159;11/01/2016 06:08;C766666;Female;28;Shoes;1;600.17;450.1275;Cash;East;Pennsylvania;Zorlu Center
I189442;11/01/2016 06:08;C764622;Male;40;Food & Beverage;1;5.23;3.661;Credit Card;West;Washington;Mall of Istanbul
I182288;11/01/2016 06:08;C300347;Male;42;Clothing;3;900.24;675.18;Cash;West;Washington;Metropol AVM
I214629;11/01/2016 06:08;C486714;Female;26;Cosmetics;4;162.64;130.112;Cash;West;California;Metrocity
I234510;11/01/2016 06:09;C310019;Male;28;Clothing;3;900.24;675.18;Cash;West;Washington;Mall of Istanbul
I325164;11/01/2016 06:09;C297825;Female;34;Clothing;2;600.16;450.12;Cash;East;New York;Mall of Istanbul
I125014;11/01/2016 06:09;C207127;Male;20;Toys;1;35.84;25.088;Cash;East;Pennsylvania;Mall of Istanbul
I157262;11/01/2016 06:09;C621636;Male;29;Clothing;2;600.16;450.12;Cash;South;Alabama;Mall of Istanbul
I213157;11/01/2016 06:10;C276558;Male;60;Clothing;2;600.16;450.12;Debit Card;West;Washington;Mall of Istanbul
I245593;11/01/2016 06:10;C174403;Male;27;Souvenir;2;23.46;16.422;Credit Card;Central;Texas;Mall of Istanbul
I208400;11/01/2016 06:10;C333158;Female;38;Technology;3;3150;2677.5;Debit Card;Central;Texas;Istinye Park
I210068;11/01/2016 06:10;C209852;Male;32;Food & Beverage;3;15.69;10.983;Credit Card;West;California;Mall of Istanbul
I330064;11/01/2016 06:10;C631206;Female;38;Books;5;75.75;56.8125;Cash;South;Georgia;Mall of Istanbul
I110521;11/01/2016 06:11;C117135;Male;64;Shoes;5;3000.85;2700.765;Credit Card;West;California;Zorlu Center
I108914;11/01/2016 06:11;C117913;Female;68;Souvenir;4;46.92;35.19;Credit Card;West;California;Mall of Istanbul
I284672;11/01/2016 06:11;C337478;Female;52;Food & Beverage;5;26.15;19.6125;Cash;West;California;Metrocity
I566962;11/01/2016 06:11;C493908;Female;25;Clothing;5;1500.4;1425.38;Cash;West;California;Mall of Istanbul
I398407;11/01/2016 06:12;C224892;Female;39;Clothing;1;300.08;225.06;Credit Card;Central;Texas;Metropol AVM
I356487;11/01/2016 06:12;C425059;Female;68;Food & Beverage;2;10.46;7.322;Cash;Central;Texas;Mall of Istanbul
I129814;11/01/2016 06:12;C230526;Female;51;Technology;1;1050;945;Debit Card;Central;Illinois;Viaport Outlet
I820318;11/01/2016 06:12;C459813;Female;33;Clothing;2;600.16;450.12;Cash;South;Alabama;Metrocity
I718728;11/01/2016 06:13;C772925;Male;21;Clothing;3;900.24;675.18;Cash;East;New York;Metropol AVM
I167633;11/01/2016 06:13;C278870;Male;31;Clothing;3;900.24;675.18;Cash;East;New York;Zorlu Center
I730609;11/01/2016 06:13;C393733;Female;69;Clothing;1;300.08;225.06;Debit Card;East;New York;Zorlu Center
I221776;11/01/2016 06:13;C403741;Male;58;Food & Beverage;4;20.92;15.69;Cash;East;New York;Mall of Istanbul
I136390;11/01/2016 06:13;C974346;Male;36;Cosmetics;4;162.64;130.112;Debit Card;East;New York;Istinye Park
I265468;11/01/2016 06:14;C280264;Female;41;Souvenir;2;23.46;16.422;Cash;East;New York;Kanyon
I286374;11/01/2016 06:14;C242038;Female;43;Souvenir;4;46.92;35.19;Cash;East;New York;Istinye Park
I289371;11/01/2016 06:14;C178719;Male;50;Technology;4;4200;3780;Cash;East;New York;Zorlu Center
I313765;11/01/2016 06:14;C216548;Male;65;Cosmetics;4;162.64;130.112;Debit Card;East;New York;Metrocity
I286265;11/01/2016 06:15;C219585;Male;22;Toys;4;143.36;114.688;Cash;East;New York;Zorlu Center
I271650;11/01/2016 06:15;C180012;Male;40;Cosmetics;2;81.32;56.924;Cash;East;New York;Istinye Park
I212989;11/01/2016 06:15;C161268;Male;57;Toys;5;179.2;143.36;Credit Card;South;Virginia;Mall of Istanbul
I189459;11/01/2016 06:15;C315799;Male;24;Shoes;4;2400.68;2280.646;Cash;Central;Texas;Mall of Istanbul
I144746;11/01/2016 06:16;C275809;Female;68;Food & Beverage;1;5.23;3.661;Cash;Central;Texas;Metropol AVM
I275032;11/01/2016 06:16;C308823;Male;35;Clothing;1;300.08;225.06;Cash;West;Washington;Istinye Park
I266497;11/01/2016 06:16;C923581;Female;48;Food & Beverage;5;26.15;19.6125;Debit Card;West;California;Metrocity
I122561;11/01/2016 06:16;C300255;Female;61;Toys;3;107.52;80.64;Debit Card;Central;Illinois;Mall of Istanbul
I168722;11/01/2016 06:17;C243863;Female;21;Food & Beverage;5;26.15;19.6125;Cash;East;Ohio;Viaport Outlet
I113345;11/01/2016 06:17;C189689;Male;23;Cosmetics;2;81.32;56.924;Cash;East;New York;Viaport Outlet
I810804;11/01/2016 06:17;C216908;Female;43;Food & Beverage;3;15.69;10.983;Cash;Central;Texas;Kanyon
I118220;11/01/2016 06:17;C180494;Female;44;Clothing;2;600.16;450.12;Credit Card;Central;Texas;Metropol AVM
I147175;11/01/2016 06:17;C179593;Female;19;Shoes;1;600.17;450.1275;Cash;Central;Texas;Zorlu Center
I265462;11/01/2016 06:18;C634170;Female;27;Food & Beverage;1;5.23;3.661;Credit Card;Central;Texas;Istinye Park
I339170;11/01/2016 06:18;C825835;Male;32;Food & Beverage;3;15.69;10.983;Credit Card;East;Delaware;Mall of Istanbul
I316364;11/01/2016 06:18;C138555;Male;60;Clothing;5;1500.4;1425.38;Debit Card;South;Tennessee;Kanyon
I138206;11/01/2016 06:18;C145678;Female;28;Cosmetics;2;81.32;56.924;Cash;East;Delaware;Kanyon
I258419;11/01/2016 06:19;C206512;Female;62;Shoes;2;1200.34;1080.306;Cash;West;California;Istinye Park
I309662;11/01/2016 06:19;C910068;Female;48;Food & Beverage;3;15.69;10.983;Credit Card;West;California;Metropol AVM
I233565;11/01/2016 06:19;C282766;Male;19;Shoes;1;600.17;450.1275;Debit Card;West;California;Zorlu Center
I154064;11/01/2016 06:19;C315460;Male;41;Food & Beverage;1;5.23;3.661;Credit Card;West;California;Zorlu Center
I104297;11/01/2016 06:20;C308724;Female;51;Technology;3;3150;2677.5;Debit Card;West;California;Viaport Outlet
I319863;11/01/2016 06:20;C101662;Female;46;Technology;3;3150;2677.5;Cash;West;California;Mall of Istanbul
I319865;11/01/2016 06:20;C253406;Male;26;Toys;5;179.2;143.36;Cash;West;California;Metrocity
I272243;11/01/2016 06:20;C208855;Female;61;Clothing;5;1500.4;1425.38;Credit Card;West;California;Viaport Outlet
I137379;11/01/2016 06:20;C338944;Male;66;Food & Beverage;3;15.69;10.983;Cash;West;California;Metrocity
I321731;11/01/2016 06:21;C177900;Male;27;Clothing;2;600.16;450.12;Debit Card;West;California;Viaport Outlet
I135439;11/01/2016 06:21;C466909;Female;52;Souvenir;4;46.92;35.19;Cash;East;Pennsylvania;Viaport Outlet
I926970;11/01/2016 06:21;C142040;Female;41;Toys;2;71.68;50.176;Cash;Central;Iowa;Mall of Istanbul
I131772;11/01/2016 06:21;C254308;Female;68;Shoes;3;1800.51;1620.459;Cash;Central;Iowa;Istinye Park
I323685;11/01/2016 06:22;C200181;Male;42;Clothing;3;900.24;675.18;Credit Card;Central;Iowa;Kanyon
I284715;11/01/2016 06:22;C221338;Male;69;Clothing;1;300.08;225.06;Cash;East;New York;Metrocity
I239414;11/01/2016 06:22;C192204;Female;61;Clothing;5;1500.4;1425.38;Cash;East;New York;Zorlu Center
I337777;11/01/2016 06:22;C124299;Female;43;Clothing;5;1500.4;1425.38;Cash;West;Washington;Viaport Outlet
I337886;11/01/2016 06:23;C334950;Male;21;Clothing;5;1500.4;1425.38;Cash;West;Washington;Istinye Park
I696698;11/01/2016 06:23;C194401;Female;18;Clothing;2;600.16;450.12;Cash;West;Washington;Kanyon
I671638;11/01/2016 06:23;C202442;Male;29;Technology;5;5250;4725;Cash;West;Washington;Kanyon
I337348;11/01/2016 06:23;C137036;Male;20;Food & Beverage;1;5.23;3.661;Credit Card;West;California;Istinye Park
I218860;11/01/2016 06:24;C581314;Female;37;Clothing;3;900.24;675.18;Credit Card;West;California;Viaport Outlet
I171332;11/01/2016 06:24;C302283;Male;25;Shoes;5;3000.85;2700.765;Cash;East;New York;Mall of Istanbul
I684710;11/01/2016 06:24;C339624;Female;39;Souvenir;3;35.19;24.633;Credit Card;South;Alabama;Kanyon
I100911;11/01/2016 06:24;C330379;Female;18;Technology;1;1050;945;Credit Card;East;Ohio;Metrocity
I250407;11/01/2016 06:24;C233256;Female;64;Clothing;1;300.08;225.06;Credit Card;East;Ohio;Istinye Park
I780521;11/01/2016 06:25;C123024;Female;20;Food & Beverage;1;5.23;3.661;Cash;East;Ohio;Viaport Outlet
I983228;11/01/2016 06:25;C227223;Male;35;Food & Beverage;2;10.46;7.322;Credit Card;East;Ohio;Istinye Park
I312162;11/01/2016 06:25;C303770;Male;61;Clothing;1;300.08;225.06;Cash;East;Ohio;Metrocity
I176965;11/01/2016 06:25;C144537;Female;34;Shoes;3;1800.51;1620.459;Cash;East;Ohio;Istinye Park
I207879;11/01/2016 06:26;C167677;Female;34;Food & Beverage;1;5.23;3.661;Debit Card;East;Ohio;Viaport Outlet
I224051;11/01/2016 06:26;C280929;Female;50;Shoes;3;1800.51;1620.459;Cash;West;Oregon;Istinye Park
I131469;11/01/2016 06:26;C191228;Female;61;Cosmetics;4;162.64;130.112;Cash;West;Oregon;Zorlu Center
I102065;11/01/2016 06:26;C799164;Female;40;Clothing;2;600.16;450.12;Debit Card;West;Oregon;Metropol AVM
I698986;11/01/2016 06:27;C185830;Male;46;Souvenir;5;58.65;43.9875;Debit Card;East;Delaware;Viaport Outlet
I106755;11/01/2016 06:27;C487052;Male;65;Toys;1;35.84;25.088;Credit Card;East;Delaware;Kanyon
I132437;11/01/2016 06:27;C201690;Male;65;Food & Beverage;3;15.69;10.983;Credit Card;East;Delaware;Zorlu Center
I959126;11/01/2016 06:27;C260638;Male;24;Shoes;3;1800.51;1620.459;Cash;East;Delaware;Metrocity
I251756;11/01/2016 06:27;C316763;Male;52;Clothing;2;600.16;450.12;Cash;Central;Illinois;Mall of Istanbul
I988490;11/01/2016 06:28;C794358;Female;26;Clothing;3;900.24;675.18;Credit Card;West;Washington;Mall of Istanbul
I329734;11/01/2016 06:28;C333936;Female;33;Food & Beverage;1;5.23;3.661;Credit Card;West;Washington;Istinye Park
I237569;11/01/2016 06:28;C316795;Female;25;Toys;4;143.36;114.688;Credit Card;West;Washington;Istinye Park
I207755;11/01/2016 06:28;C266775;Female;45;Cosmetics;2;81.32;56.924;Credit Card;East;Pennsylvania;Istinye Park
I297170;11/01/2016 06:29;C121165;Female;52;Cosmetics;3;121.98;91.485;Cash;East;Pennsylvania;Mall of Istanbul
I957355;11/01/2016 06:29;C179494;Male;46;Clothing;5;1500.4;1425.38;Cash;East;Pennsylvania;Metropol AVM
I889499;11/01/2016 06:29;C992124;Female;58;Food & Beverage;5;26.15;19.6125;Credit Card;East;Pennsylvania;Viaport Outlet
I150642;11/01/2016 06:29;C195795;Female;48;Books;4;60.6;45.45;Cash;West;California;Istinye Park
I214627;11/01/2016 06:30;C978059;Male;65;Food & Beverage;5;26.15;19.6125;Credit Card;West;California;Metropol AVM
I201442;11/01/2016 06:30;C238703;Female;54;Clothing;5;1500.4;1425.38;Debit Card;West;Washington;Metrocity
I798647;11/01/2016 06:30;C171823;Female;44;Souvenir;3;35.19;24.633;Debit Card;West;Washington;Metrocity
I172067;11/01/2016 06:30;C140914;Female;68;Clothing;5;1500.4;1425.38;Cash;West;Washington;Istinye Park
I109861;11/01/2016 06:31;C187845;Male;55;Cosmetics;2;81.32;56.924;Cash;West;Washington;Metropol AVM
I217132;11/01/2016 06:31;C103869;Female;58;Shoes;4;2400.68;2280.646;Cash;West;Washington;Istinye Park
I166236;11/01/2016 06:31;C687112;Male;59;Shoes;4;2400.68;2280.646;Cash;Central;Iowa;Zorlu Center
I170769;11/01/2016 06:31;C667324;Female;23;Cosmetics;1;40.66;28.462;Credit Card;West;California;Metrocity
I730470;11/01/2016 06:31;C233788;Female;57;Clothing;4;1200.32;1140.304;Cash;West;Washington;Kanyon
I227996;11/01/2016 06:32;C280603;Male;27;Shoes;3;1800.51;1620.459;Cash;West;Washington;Metrocity
I295150;11/01/2016 06:32;C139110;Female;69;Clothing;3;900.24;675.18;Cash;East;Pennsylvania;Istinye Park
I191267;11/01/2016 06:32;C912859;Female;64;Toys;3;107.52;80.64;Debit Card;East;Pennsylvania;Metrocity
I324600;11/01/2016 06:32;C187911;Female;36;Toys;2;71.68;50.176;Debit Card;Central;Texas;Kanyon
I376810;11/01/2016 06:33;C212755;Female;51;Cosmetics;4;162.64;130.112;Cash;Central;Texas;Mall of Istanbul
I810806;11/01/2016 06:33;C335970;Male;18;Clothing;1;300.08;225.06;Credit Card;Central;Texas;Istinye Park
I678834;11/01/2016 06:33;C243732;Female;60;Clothing;3;900.24;675.18;Cash;Central;Texas;Metrocity
I260251;11/01/2016 06:33;C169465;Male;19;Clothing;4;1200.32;1140.304;Credit Card;Central;Texas;Metropol AVM
I224760;11/01/2016 06:34;C302630;Male;60;Books;4;60.6;45.45;Cash;Central;Texas;Metrocity
I515208;11/01/2016 06:34;C262275;Male;19;Clothing;5;1500.4;1425.38;Debit Card;East;New York;Mall of Istanbul
I198926;11/01/2016 06:34;C319830;Female;36;Food & Beverage;2;10.46;7.322;Credit Card;Central;Texas;Kanyon
I283365;11/01/2016 06:34;C256832;Female;43;Books;3;45.45;31.815;Credit Card;West;Idaho;Mall of Istanbul
I468059;11/01/2016 06:34;C228422;Female;46;Cosmetics;3;121.98;91.485;Credit Card;Central;Texas;Mall of Istanbul
I220210;11/01/2016 06:35;C115093;Female;21;Books;4;60.6;45.45;Debit Card;South;Virginia;Mall of Istanbul
I234017;11/01/2016 06:35;C182195;Female;53;Food & Beverage;2;10.46;7.322;Cash;Central;Texas;Metropol AVM
I244566;11/01/2016 06:35;C112257;Female;42;Toys;5;179.2;143.36;Cash;Central;Texas;Kanyon
I386162;11/01/2016 06:35;C613470;Male;45;Books;5;75.75;56.8125;Credit Card;West;California;Mall of Istanbul
I650374;11/01/2016 06:36;C252833;Female;58;Clothing;4;1200.32;1140.304;Debit Card;West;California;Istinye Park
I872259;11/01/2016 06:36;C344717;Male;48;Clothing;5;1500.4;1425.38;Cash;East;Pennsylvania;Metropol AVM
I262832;11/01/2016 06:36;C519092;Female;69;Food & Beverage;1;5.23;3.661;Cash;East;Pennsylvania;Mall of Istanbul
I216892;11/01/2016 06:36;C142891;Female;49;Clothing;3;900.24;675.18;Credit Card;East;Pennsylvania;Kanyon
I516564;11/01/2016 06:37;C571896;Male;60;Shoes;1;600.17;450.1275;Credit Card;East;Pennsylvania;Istinye Park
I102504;11/01/2016 06:37;C287619;Female;34;Clothing;4;1200.32;1140.304;Debit Card;West;California;Metrocity
I778140;11/01/2016 06:37;C220020;Male;43;Souvenir;1;11.73;8.211;Debit Card;West;California;Istinye Park
I219100;11/01/2016 06:37;C244588;Female;18;Shoes;3;1800.51;1620.459;Debit Card;East;Pennsylvania;Istinye Park
I388638;11/01/2016 06:38;C902946;Female;18;Shoes;3;1800.51;1620.459;Cash;East;Pennsylvania;Istinye Park
I515429;11/01/2016 06:38;C200299;Female;40;Food & Beverage;1;5.23;3.661;Cash;East;Pennsylvania;Istinye Park
I931873;11/01/2016 06:38;C257537;Male;56;Food & Beverage;4;20.92;15.69;Debit Card;East;Pennsylvania;Metropol AVM
I268924;11/01/2016 06:38;C102266;Female;36;Clothing;4;1200.32;1140.304;Credit Card;East;Pennsylvania;Mall of Istanbul
I326244;11/01/2016 06:38;C180123;Male;29;Toys;1;35.84;25.088;Cash;East;Pennsylvania;Kanyon
I151604;11/01/2016 06:39;C217808;Female;37;Clothing;1;300.08;225.06;Cash;Central;Indiana;Kanyon
I305124;11/01/2016 06:39;C215626;Male;34;Cosmetics;3;121.98;91.485;Debit Card;Central;Indiana;Kanyon
I142955;11/01/2016 06:39;C134915;Male;32;Technology;4;4200;3780;Debit Card;East;Ohio;Mall of Istanbul
I246310;11/01/2016 06:39;C161671;Female;51;Toys;4;143.36;114.688;Credit Card;Central;Texas;Mall of Istanbul
I172683;11/01/2016 06:40;C111985;Male;62;Toys;1;35.84;25.088;Cash;East;Massachusetts;Metrocity
I877113;11/01/2016 06:40;C261453;Female;34;Books;5;75.75;56.8125;Cash;East;Massachusetts;Zorlu Center
I101165;11/01/2016 06:40;C325003;Female;34;Clothing;1;300.08;225.06;Debit Card;East;Massachusetts;Kanyon
I916755;11/01/2016 06:40;C185756;Female;41;Clothing;2;600.16;450.12;Cash;West;California;Istinye Park
I292339;11/01/2016 06:41;C660192;Female;40;Clothing;1;300.08;225.06;Credit Card;West;California;Zorlu Center
I885413;11/01/2016 06:41;C288739;Female;39;Cosmetics;4;162.64;130.112;Credit Card;West;Washington;Kanyon
I144163;11/01/2016 06:41;C213595;Male;22;Cosmetics;4;162.64;130.112;Debit Card;East;New York;Zorlu Center
I290151;11/01/2016 06:41;C238616;Female;30;Cosmetics;5;203.3;162.64;Credit Card;East;New York;Kanyon
I133655;11/01/2016 06:41;C329419;Male;64;Technology;3;3150;2677.5;Credit Card;East;New York;Mall of Istanbul
I106701;11/01/2016 06:42;C197008;Male;37;Shoes;2;1200.34;1080.306;Credit Card;West;California;Kanyon
I796258;11/01/2016 06:42;C711926;Male;27;Clothing;1;300.08;225.06;Cash;West;Arizona;Mall of Istanbul
I176987;11/01/2016 06:42;C296878;Female;35;Technology;1;1050;945;Debit Card;East;Pennsylvania;Zorlu Center
I272673;11/01/2016 06:42;C257861;Female;53;Cosmetics;1;40.66;28.462;Credit Card;West;California;Kanyon
I161897;11/01/2016 06:43;C131511;Female;18;Technology;5;5250;4725;Cash;West;California;Viaport Outlet
I295272;11/01/2016 06:43;C284044;Male;57;Toys;1;35.84;25.088;Cash;West;California;Metrocity
I105161;11/01/2016 06:43;C297410;Female;37;Clothing;4;1200.32;1140.304;Credit Card;West;California;Mall of Istanbul
I879877;11/01/2016 06:43;C110035;Female;56;Food & Beverage;3;15.69;10.983;Debit Card;West;California;Istinye Park
I298231;11/01/2016 06:44;C481087;Male;24;Food & Beverage;1;5.23;3.661;Cash;West;California;Kanyon
I327326;11/01/2016 06:44;C297497;Male;24;Clothing;2;600.16;450.12;Credit Card;Central;Texas;Viaport Outlet
I313211;11/01/2016 06:44;C252968;Female;19;Toys;5;179.2;143.36;Credit Card;Central;Illinois;Metropol AVM
I331441;11/01/2016 06:44;C320377;Female;19;Food & Beverage;1;5.23;3.661;Credit Card;West;California;Metrocity
I247441;11/01/2016 06:45;C152475;Female;51;Clothing;2;600.16;450.12;Debit Card;East;New York;Mall of Istanbul
I116008;11/01/2016 06:45;C111568;Female;37;Books;1;15.15;10.605;Cash;East;New York;Kanyon
I313431;11/01/2016 06:45;C273688;Female;20;Clothing;5;1500.4;1425.38;Credit Card;East;New York;Istinye Park
I161250;11/01/2016 06:45;C976150;Female;37;Cosmetics;2;81.32;56.924;Cash;East;New York;Istinye Park
I790352;11/01/2016 06:45;C210968;Female;46;Cosmetics;1;40.66;28.462;Credit Card;East;New York;Metropol AVM
I272254;11/01/2016 06:46;C134547;Female;26;Toys;3;107.52;80.64;Credit Card;East;New York;Zorlu Center
I351420;11/01/2016 06:46;C251719;Female;34;Shoes;2;1200.34;1080.306;Cash;Central;Illinois;Kanyon
I312792;11/01/2016 06:46;C268020;Female;36;Clothing;2;600.16;450.12;Cash;Central;Illinois;Metropol AVM
I279864;11/01/2016 06:46;C430573;Female;36;Clothing;3;900.24;675.18;Cash;Central;Illinois;Kanyon
I205633;11/01/2016 06:47;C161693;Male;63;Technology;5;5250;4725;Cash;East;Pennsylvania;Metropol AVM
I789512;11/01/2016 06:47;C320510;Male;55;Souvenir;5;58.65;43.9875;Cash;East;Pennsylvania;Mall of Istanbul
I822574;11/01/2016 06:47;C176384;Male;64;Cosmetics;4;162.64;130.112;Cash;East;Pennsylvania;Istinye Park
I146479;11/01/2016 06:47;C126243;Male;60;Clothing;2;600.16;450.12;Credit Card;East;Ohio;Zorlu Center
I237169;11/01/2016 06:48;C328719;Male;34;Clothing;1;300.08;225.06;Cash;South;Virginia;Kanyon
I265739;11/01/2016 06:48;C517934;Female;34;Clothing;3;900.24;675.18;Credit Card;South;Virginia;Metropol AVM
I234000;11/01/2016 06:48;C950006;Male;21;Clothing;2;600.16;450.12;Cash;South;North Carolina;Kanyon
I250097;11/01/2016 06:48;C288490;Female;69;Clothing;4;1200.32;1140.304;Debit Card;South;North Carolina;Zorlu Center
I915600;11/01/2016 06:48;C292865;Female;66;Clothing;4;1200.32;1140.304;Credit Card;Central;Texas;Kanyon
I507717;11/01/2016 06:49;C212810;Female;22;Food & Beverage;2;10.46;7.322;Cash;Central;Texas;Kanyon
I251347;11/01/2016 06:49;C265102;Female;49;Clothing;2;600.16;450.12;Credit Card;South;North Carolina;Mall of Istanbul
I171832;11/01/2016 06:49;C447099;Male;19;Clothing;4;1200.32;1140.304;Credit Card;South;North Carolina;Kanyon
I175092;11/01/2016 06:49;C493997;Male;40;Clothing;3;900.24;675.18;Cash;South;North Carolina;Viaport Outlet
I814176;11/01/2016 06:50;C163508;Female;62;Clothing;3;900.24;675.18;Credit Card;West;California;Metrocity
I129625;11/01/2016 06:50;C207942;Female;69;Toys;3;107.52;80.64;Credit Card;West;California;Zorlu Center
I294515;11/01/2016 06:50;C267637;Male;66;Clothing;4;1200.32;1140.304;Credit Card;West;California;Kanyon
I292278;11/01/2016 06:50;C331585;Female;23;Souvenir;3;35.19;24.633;Cash;West;California;Metropol AVM
I930460;11/01/2016 06:51;C243844;Male;61;Food & Beverage;2;10.46;7.322;Cash;East;Pennsylvania;Istinye Park
I247739;11/01/2016 06:51;C156964;Female;65;Technology;4;4200;3780;Debit Card;East;Pennsylvania;Mall of Istanbul
I149442;11/01/2016 06:51;C302319;Female;46;Clothing;4;1200.32;1140.304;Credit Card;East;Pennsylvania;Kanyon
I763409;11/01/2016 06:51;C294348;Male;51;Food & Beverage;2;10.46;7.322;Credit Card;East;Pennsylvania;Metrocity
I162051;11/01/2016 06:52;C189052;Male;23;Food & Beverage;5;26.15;19.6125;Credit Card;East;New York;Metrocity
I348175;11/01/2016 06:52;C136734;Male;41;Technology;1;1050;945;Credit Card;South;North Carolina;Metrocity
I326572;11/01/2016 06:52;C425976;Female;61;Toys;1;35.84;25.088;Debit Card;South;North Carolina;Istinye Park
I638962;11/01/2016 06:52;C798262;Female;47;Cosmetics;3;121.98;91.485;Cash;Central;Texas;Istinye Park
I297824;11/01/2016 06:52;C252962;Male;25;Cosmetics;4;162.64;130.112;Debit Card;Central;Texas;Metropol AVM
I366502;11/01/2016 06:53;C137288;Female;24;Cosmetics;4;162.64;130.112;Credit Card;Central;Texas;Mall of Istanbul
I412943;11/01/2016 06:53;C468540;Female;64;Clothing;5;1500.4;1425.38;Debit Card;West;California;Istinye Park
